TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
TRMT;5,22;0;6,68;0,48;0,18;0;0;0;3,88;3,13;-0,75;-0,09;0;0;-0,18;0;7,23;2,63;12,33;0,36;0,64;0;0;0;0;10,81;0,78;0;43.390.206,00
TRNO;60,77;2,44;25,5;2,25;1,59;75,05;80,32;71,38;22,66;26,13;3,47;0,35;18,2;0;-1,59;0;8,84;6,23;7,33;0,7;0,3;0,09;15,83;30,12;0;26,95;2,38;0;5.027.441.330,00
TRTX;6,84;14,04;-7,91;0,4;0,1;100;3.552,79;-2.350,40;5,23;2,72;-2,51;-0,19;185,85;0;-0,1;0;-5,07;-1,21;7,62;0,24;0,76;0;10,92;0;0;17,08;-0,87;0;529.486.452,00
TWO;13,7;8,1;6,14;0,54;0,09;0;0;0;2,03;3,24;1,21;0,32;0;0;-0,09;0;8,83;1,43;11,92;0,16;0,84;0;0;-8,77;0;25,28;2,23;0;1.183.332.020,00
UBA;17,12;5,62;24,52;1,19;0,68;66,55;38,8;18,83;11,9;17,62;5,72;0,57;4,62;0;-0,68;0;4,87;2,76;6,27;0,57;0,37;0,15;2,98;-5,59;0;14,34;0,7;0;673.285.088,00
UBP;15,75;5,51;22,56;1,1;0,62;66,55;38,8;18,83;10,95;17,62;5,72;0,57;4,25;0;-0,62;0;4,87;2,76;6,27;0,57;0,37;0,15;2,98;-5,59;0;14,34;0,7;0;673.285.088,00
UDR;38,91;3,91;155,22;3,13;1,16;65,66;16,4;5,44;51,47;73,61;22,14;1,34;8,44;0;-1,16;0;2,01;0,75;2,58;0,37;0,55;0,14;8,79;-6,49;0;12,45;0,25;0;12.807.833.496,00
UHT;48,42;5,89;31,67;2,92;1,1;94,38;33,84;23,28;21,79;32,73;10,93;1,46;7,38;0;-1,1;0;9,21;3,47;5,36;0,38;0,62;0,15;4,61;-14,29;0;16,6;1,53;0;668.355.786,00
UMH;13,9;5,79;-99,31;1,51;0,62;52,38;10,97;-4,26;38,62;73,11;34,49;1,35;4,23;0;-0,62;0;-1,52;-0,62;1,63;0,41;0,59;0,15;11,69;0;0;9,2;-0,14;0;829.014.070,00
UNIT;3,48;17,24;-89,75;-0,36;0,17;100;30,91;-0,81;2,37;17,15;14,79;0;0,73;0;-0,17;0;-0,4;-0,19;11,31;-0,47;1,47;0,23;4,27;0;0;-9,58;-0,04;0;825.640.092,00
VER;50,3;0;51,85;1,83;0,92;89,6;40,92;19,16;24,28;26,51;2,23;0,17;9,93;0;-0,92;0;3,53;1,77;6,38;0,5;0,5;0,09;-4,22;0;0;27,47;0,97;0;11.526.224.880,00
VICI;31,17;4,81;27,99;1,43;0,83;100;64,56;42,97;18,63;26,56;7,93;0,61;12,03;0;-0,83;0;5,1;2,97;4,7;0,58;0,42;0,07;69,19;92,16;0;21,85;1,11;0;31.284.540.399,00
VNO;14,2;13,84;-6,93;0,47;0,17;51,45;-4,51;-21,84;-33,56;-118,5;-84,94;1,18;1,51;0;-0,17;0;-6,73;-2,38;-0,72;0,35;0,62;0,11;-2,89;0;0;30,44;-2,05;0;2.724.509.980,00
VTR;44,24;4,07;-396,78;1,74;0,73;44,81;9,25;-1,08;46,35;78,11;31,76;1,19;4,29;0;-0,73;0;-0,44;-0,18;1,63;0,42;0,57;0,17;2,91;0;0;25,38;-0,11;0;17.695.716.864,00
WELL;68,75;3,55;239,02;1,66;0,89;37,68;12,3;2,47;48,01;67,69;19,68;0,68;5,91;0;-0,89;0;0,7;0,37;2;0,54;0,45;0,15;6,12;-21,96;0;41,36;0,29;0;33.731.775.000,00
WHLR;1,54;0;-1,21;-0,99;0,02;66,43;28,23;-16,25;0,7;19,98;19,29;0;0,2;0;-0,02;0;-82,14;-1,82;4,72;-0,02;0,87;0,11;5,54;0;0;-1,55;-1,27;0;15.082.760,00
WHLRD;12,47;0;-9,81;-8,06;0,18;66,43;28,23;-16,25;5,64;19,98;19,29;0;1,59;0;-0,18;0;-82,14;-1,82;4,72;-0,02;0,87;0,11;5,54;0;0;-1,55;-1,27;0;15.082.760,00
WHLRP;1,45;0;-1,14;-0,94;0,02;66,43;28,23;-16,25;0,66;19,98;19,29;0;0,19;0;-0,02;0;-82,14;-1,82;4,72;-0,02;0,87;0,11;5,54;0;0;-1,55;-1,27;0;15.082.760,00
WMC;8,24;10,68;-0,56;0,52;0,02;0;0;0;0,95;38,84;37,89;20,96;0;0;-0,02;0;-93,96;-3,63;2,34;0,04;0,96;0;0;0;0;15,7;-14,75;0;49.753.120,00
WPC;77,65;5,46;27,3;1,82;0,9;89,59;57,15;40,51;19,35;28,08;8,73;0,82;11,06;0;-0,9;0;6,66;3,31;4,85;0,5;0,5;0,08;11,76;16,66;0;42,7;2,84;0;16.354.798.300,00
WPG;0,83;0;-0,07;0,05;0,01;58,45;-26,37;-55,13;-0,14;-7,32;-7,18;2,3;0,04;0;-0,01;0;-66,82;-7,43;-9,19;0,11;0,89;0,13;-10,66;0;0;18,33;-12,25;0;20.301.468,00
WRI;31,44;0;45,88;2,49;1,03;64,97;32;19,72;28,28;40,47;12,2;1,07;9,05;0;-1,03;0;5,42;2,25;4,15;0,41;0,59;0,11;-3,29;3,64;0;12,64;0,69;0;4.017.554.112,00
WSR;8,46;5,67;11,86;1;0,38;68,95;45,31;25,3;6,62;16,36;9,74;1,47;3;0;-0,38;0;8,43;3,2;5,96;0,38;0,62;0,13;2,05;33,45;0;8,47;0,71;0;418.127.040,00
WY;29,21;5,58;11,38;1,99;1,23;35,55;25,28;18,46;8,31;9,66;1,35;0,32;2,1;21,26;-1,47;1,58;17,49;10,84;13,61;0,62;0,38;0,59;7,19;26,43;0;14,68;2,57;0;21.391.855.870,00
XAN;4,34;0;-0,17;0,12;0,02;94,6;13,85;-353,64;4,3;153,69;149,39;4,16;0,6;0;-0,02;0;-71,03;-12,47;0,49;0,18;0,82;0,04;-6,24;-3,96;0;36,28;-25,77;0;38.012.324,00
XHR;12,91;1,55;25,74;1;0,47;61,32;14,29;5,61;10,1;17,63;7,54;0,75;1,44;-1,26;-0,55;0,29;3,88;1,82;4,87;0,47;0,53;0,32;1,08;-10,77;0;12,93;0,5;0;1.439.221.001,00
